education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Bachelor,Python,JavaScript,C++,Java,10+,6,3,yes,programming,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
PhD,SQL,Python,Node.js,C++,1,5,3,no,Computer Architecture,developer,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,CSS,Cloud Computing,C++,0,5,9,yes,cloud computing,cloud computing,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,Python,SQL,HTML,2,4,3,yes,IOT,testing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Bachelor,HTML,React,Cybersecurity,Node.js,10,2,8,no,Software Engineering,testing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,Java,C++,SQL,2,5,2,yes,parallel computing,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Networks,Machine Learning,HTML,Python,8,4,6,no,IOT,testing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,Python,Cybersecurity,C++,Machine Learning,7,5,7,yes,IOT,Business process analyst,product development,Technical,Software Quality Assurance (QA) / Testing
Master,Cloud Computing,Networks,Node.js,JavaScript,7,8,7,no,hacking,system developer,Product based,Technical,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,Cloud Computing,SQL,C++,2,7,1,no,data engineering,testing,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,Python,Java,CSS,JavaScript,1,8,9,no,programming,system developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,HTML,CSS,Java,Python,4,4,5,no,programming,system developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Java,React,SQL,Cybersecurity,10+,7,3,yes,hacking,Business process analyst,Service Based,Management,Software Quality Assurance (QA) / Testing
Master,CSS,React,Node.js,Machine Learning,3,1,3,no,Software Engineering,testing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Networks,Java,Cybersecurity,CSS,10,8,3,yes,Management,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,CSS,Cybersecurity,Node.js,2,3,1,no,cloud computing,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,React,JavaScript,SQL,7,4,2,no,Software Engineering,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,HTML,Python,Networks,React,10,6,1,no,networks,cloud computing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Master,C++,CSS,Data Analysis,Java,1,8,1,yes,IOT,security,Service Based,Management,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Python,Java,Networks,5,4,2,no,hacking,security,Cloud Services,Management,Software Quality Assurance (QA) / Testing
PhD,Machine Learning,React,SQL,HTML,0,4,1,no,parallel computing,testing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Networks,React,SQL,Machine Learning,5,1,5,no,data engineering,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Bachelor,HTML,Node.js,SQL,Java,0,3,7,yes,IOT,testing,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,HTML,Node.js,SQL,Networks,3,6,3,no,Management,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
PhD,Python,Node.js,HTML,Data Analysis,10,1,3,no,hacking,Business process analyst,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,Python,Networks,Cybersecurity,3,8,2,no,Software Engineering,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,Networks,Python,Machine Learning,8,4,8,yes,Software Engineering,testing,product development,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,Python,Data Analysis,Node.js,10+,3,5,no,Computer Architecture,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
PhD,Python,CSS,React,Cybersecurity,3,3,8,yes,Software Engineering,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Master,C++,JavaScript,Data Analysis,React,3,9,8,no,data engineering,Business process analyst,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,React,Python,SQL,CSS,10+,1,5,no,Software Engineering,developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Cybersecurity,HTML,Python,8,6,3,no,networks,cloud computing,Web Services,Management,Software Quality Assurance (QA) / Testing
Diploma,Python,Cybersecurity,Java,C++,5,5,4,no,networks,system developer,product development,Management,Software Quality Assurance (QA) / Testing
PhD,C++,Cloud Computing,CSS,Machine Learning,1,4,1,no,cloud computing,security,Product based,Management,Software Quality Assurance (QA) / Testing
PhD,Machine Learning,Data Analysis,Cloud Computing,HTML,0,2,9,no,Software Engineering,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
PhD,C++,CSS,Cybersecurity,Cloud Computing,5,1,7,no,data engineering,security,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,SQL,Networks,CSS,10+,7,5,no,Management,security,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,SQL,CSS,Cloud Computing,Java,0,2,9,no,Computer Architecture,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,SQL,CSS,JavaScript,2,5,2,yes,hacking,Business process analyst,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Cloud Computing,HTML,Python,CSS,10+,1,8,yes,IOT,Business process analyst,product development,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Networks,C++,JavaScript,Cloud Computing,8,6,7,no,IOT,developer,BPA,Management,Software Quality Assurance (QA) / Testing
Master,CSS,Cybersecurity,Cloud Computing,SQL,2,9,5,yes,hacking,developer,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
PhD,React,SQL,Data Analysis,Cloud Computing,6,4,3,yes,data engineering,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
PhD,C++,HTML,Java,Node.js,10+,5,8,yes,cloud computing,security,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Machine Learning,HTML,Data Analysis,Node.js,10+,8,5,no,Software Engineering,security,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Java,Data Analysis,Node.js,10,8,3,no,cloud computing,Business process analyst,Finance,Technical,Software Quality Assurance (QA) / Testing
PhD,Java,Machine Learning,Node.js,Cybersecurity,9,6,5,no,Software Engineering,security,Web Services,Management,Software Quality Assurance (QA) / Testing
PhD,SQL,Node.js,Machine Learning,Java,9,4,9,no,Management,Business process analyst,Web Services,Management,Software Quality Assurance (QA) / Testing
Master,CSS,React,SQL,Machine Learning,9,2,9,no,data engineering,system developer,Service Based,Management,Software Quality Assurance (QA) / Testing
PhD,Java,Python,HTML,CSS,2,9,1,no,hacking,security,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,Node.js,React,Machine Learning,5,8,6,yes,Software Engineering,developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Diploma,CSS,C++,SQL,Node.js,7,6,4,no,parallel computing,developer,product development,Technical,Software Quality Assurance (QA) / Testing
PhD,React,Machine Learning,Node.js,Python,10,4,8,yes,Management,cloud computing,Product based,Technical,Software Quality Assurance (QA) / Testing
PhD,Networks,Node.js,Cybersecurity,Python,2,5,8,yes,Management,developer,Service Based,Management,Software Quality Assurance (QA) / Testing
Master,HTML,Python,Data Analysis,Cloud Computing,5,6,7,yes,parallel computing,testing,BPA,Technical,Software Quality Assurance (QA) / Testing
PhD,JavaScript,CSS,Data Analysis,Cloud Computing,3,7,2,yes,Software Engineering,testing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,Java,CSS,SQL,1,9,3,no,Software Engineering,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
PhD,Node.js,React,Java,Python,8,1,6,no,networks,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,Data Analysis,C++,Cloud Computing,5,6,6,yes,Computer Architecture,cloud computing,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,C++,Node.js,Java,Python,10+,6,2,yes,networks,Business process analyst,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,C++,Networks,HTML,5,4,2,no,Software Engineering,system developer,Product based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Python,Machine Learning,CSS,HTML,6,3,3,no,networks,Business process analyst,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Networks,JavaScript,Python,Cybersecurity,10,3,7,no,Software Engineering,Business process analyst,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
PhD,JavaScript,C++,Python,HTML,9,9,7,yes,IOT,testing,Service Based,Management,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,HTML,Cybersecurity,Python,5,8,6,no,cloud computing,system developer,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,Cloud Computing,C++,Machine Learning,8,3,9,yes,IOT,cloud computing,Product based,Technical,Software Quality Assurance (QA) / Testing
Diploma,SQL,JavaScript,CSS,Node.js,7,7,4,no,Management,security,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Python,Java,JavaScript,7,3,5,yes,programming,testing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
PhD,Cloud Computing,Java,React,Machine Learning,10+,3,9,yes,IOT,developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Diploma,HTML,SQL,Networks,Python,7,9,4,yes,networks,system developer,product development,Technical,Software Quality Assurance (QA) / Testing
Diploma,C++,Node.js,Cybersecurity,CSS,2,5,9,no,Computer Architecture,developer,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,SQL,Java,CSS,HTML,10,2,8,no,Management,developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Diploma,C++,Node.js,Cloud Computing,CSS,10+,4,2,yes,networks,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
PhD,Node.js,HTML,SQL,Cloud Computing,4,5,9,yes,hacking,testing,BPA,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,HTML,Data Analysis,Networks,9,1,9,yes,hacking,Business process analyst,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,JavaScript,Node.js,HTML,Cloud Computing,10,6,4,yes,parallel computing,cloud computing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Master,CSS,Data Analysis,Networks,JavaScript,10+,9,7,yes,cloud computing,developer,Service Based,Management,Software Quality Assurance (QA) / Testing
Diploma,Networks,Node.js,React,HTML,7,1,6,no,IOT,developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,HTML,Machine Learning,Cybersecurity,Networks,5,2,7,yes,hacking,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Java,Cloud Computing,HTML,Cybersecurity,9,6,1,no,networks,security,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,Node.js,SQL,JavaScript,React,2,2,9,yes,cloud computing,system developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,Node.js,Cybersecurity,Cloud Computing,CSS,5,9,2,yes,networks,system developer,Finance,Management,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,HTML,Node.js,SQL,1,2,8,yes,Software Engineering,developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Cloud Computing,SQL,Node.js,7,6,7,no,cloud computing,testing,Web Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Cybersecurity,HTML,Data Analysis,Java,6,1,3,no,data engineering,system developer,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Machine Learning,Networks,SQL,CSS,9,3,5,yes,IOT,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,SQL,Node.js,Data Analysis,HTML,9,8,9,yes,data engineering,security,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,JavaScript,C++,HTML,Python,7,1,4,yes,programming,testing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,Data Analysis,Python,Cloud Computing,6,3,2,yes,networks,testing,Service Based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,React,Cybersecurity,Networks,0,2,5,no,networks,system developer,BPA,Management,Software Quality Assurance (QA) / Testing
Bachelor,SQL,React,HTML,Cybersecurity,10+,1,6,no,cloud computing,cloud computing,product development,Management,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,Python,Networks,Java,6,3,6,no,Management,Business process analyst,Product based,Management,Software Quality Assurance (QA) / Testing
Master,JavaScript,Machine Learning,Networks,Node.js,2,2,1,yes,hacking,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,React,Data Analysis,JavaScript,3,9,5,yes,networks,system developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Java,Python,C++,7,3,6,no,programming,security,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,C++,Networks,Cybersecurity,Node.js,3,6,6,yes,Software Engineering,cloud computing,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,Cybersecurity,React,Cloud Computing,Java,0,8,4,yes,parallel computing,Business process analyst,SAaS services,Management,Software Quality Assurance (QA) / Testing
Bachelor,CSS,HTML,Machine Learning,Data Analysis,2,1,5,yes,parallel computing,developer,Product based,Management,Software Quality Assurance (QA) / Testing
PhD,Cybersecurity,SQL,HTML,Python,10+,1,4,no,Management,testing,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,HTML,Cloud Computing,Machine Learning,C++,7,4,3,yes,hacking,system developer,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,SQL,CSS,C++,2,8,2,no,cloud computing,cloud computing,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,JavaScript,C++,HTML,CSS,2,1,9,yes,programming,security,BPA,Technical,Software Quality Assurance (QA) / Testing
Master,Node.js,Python,CSS,Cloud Computing,10,7,3,no,IOT,developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,SQL,Python,Machine Learning,JavaScript,4,7,7,yes,parallel computing,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,CSS,Node.js,Machine Learning,Java,10+,7,3,no,parallel computing,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Bachelor,CSS,C++,JavaScript,Networks,4,8,8,yes,Management,developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
